Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
4230384,1,2.5,44039,Kota,Semi-furnished,3913541
4345683,1,2.5,61339,Kota,Unfurnished,3959580
4396668,2,2.5,78285,Kota,Fully furnished,4392044
3790684,2,2.5,25490,Kota,Semi-furnished,3440487
3818577,2,2.5,28518,Kota,Unfurnished,3330970
4392184,3,2.5,30907,Kota,Fully furnished,4094189
3622344,3,2.5,96725,Kota,Semi-furnished,3723225
3873427,3,2.5,65648,Kota,Unfurnished,3587630
3442460,4,2.5,78655,Kota,Fully furnished,3610898
4181659,4,2.5,67851,Kota,Semi-furnished,3987433
4382776,4,2.5,40823,Kota,Unfurnished,3836159
4041451,5,2.5,77346,Kota,Fully furnished,4072237
3693749,5,2.5,20205,Kota,Semi-furnished,3301229
3692048,5,2.5,18114,Kota,Unfurnished,3137322
3706370,6,2.5,38113,Kota,Fully furnished,3558774
3851592,6,2.5,23378,Kota,Semi-furnished,3436542
4170051,6,2.5,53379,Kota,Unfurnished,3721315
3578958,7,2.5,10122,Kota,Fully furnished,3278898
3420921,7,2.5,33171,Kota,Semi-furnished,3140763
3473680,7,2.5,67852,Kota,Unfurnished,3241056
4240389,8,2.5,95735,Kota,Fully furnished,4311721
3891463,8,2.5,36474,Kota,Semi-furnished,3527014
3467779,8,2.5,70130,Kota,Unfurnished,3240003
3959972,9,2.5,52238,Kota,Fully furnished,3816406
4220779,9,2.5,92171,Kota,Semi-furnished,4114649
3808029,9,2.5,27622,Kota,Unfurnished,3247155
4560011,0,3.0,92715,Kota,Fully furnished,4654299
4742187,0,3.0,23987,Kota,Semi-furnished,4237672
4336332,0,3.0,11926,Kota,Unfurnished,3690622
4434893,1,3.0,86353,Kota,Fully furnished,4506032
4992014,1,3.0,97319,Kota,Semi-furnished,4867525
4547914,1,3.0,4917,Kota,Unfurnished,3807833
4380291,2,3.0,78059,Kota,Fully furnished,4402587
4227303,2,3.0,10348,Kota,Semi-furnished,3723930
4789737,2,3.0,1763,Kota,Unfurnished,3972368
4117343,3,3.0,41475,Kota,Fully furnished,3962724
4845387,3,3.0,69040,Kota,Semi-furnished,4560550
4186456,3,3.0,10642,Kota,Unfurnished,3533017
4621897,4,3.0,60089,Kota,Fully furnished,4468052
4125000,4,3.0,30406,Kota,Semi-furnished,3742436
4821779,4,3.0,53303,Kota,Unfurnished,4287241
4683455,5,3.0,13312,Kota,Fully furnished,4226636
4857985,5,3.0,17107,Kota,Semi-furnished,4239030
4809995,5,3.0,36726,Kota,Unfurnished,4168352
4591599,6,3.0,88077,Kota,Fully furnished,4591741
4616494,6,3.0,78471,Kota,Semi-furnished,4404021
4689072,6,3.0,14717,Kota,Unfurnished,3929560
4080005,7,3.0,99480,Kota,Fully furnished,4240884
4328683,7,3.0,72846,Kota,Semi-furnished,4130022
4151894,7,3.0,97991,Kota,Unfurnished,3989461
4547922,8,3.0,4906,Kota,Fully furnished,4037774
4273678,8,3.0,6680,Kota,Semi-furnished,3679022
4844347,8,3.0,15969,Kota,Unfurnished,4041292
4907460,9,3.0,21631,Kota,Fully furnished,4415754
4585458,9,3.0,35287,Kota,Semi-furnished,4090088
4515653,9,3.0,91284,Kota,Unfurnished,4220226
4785259,0,3.5,95476,Kota,Fully furnished,4876063
5473687,0,3.5,37117,Kota,Semi-furnished,4926652
5268143,0,3.5,83866,Kota,Unfurnished,4892710
4685461,1,3.5,14813,Kota,Fully furnished,4302247
5373098,1,3.5,66404,Kota,Semi-furnished,5011902
5173267,1,3.5,67650,Kota,Unfurnished,4709514
5575055,2,3.5,90709,Kota,Fully furnished,5459298
5074718,2,3.5,52874,Kota,Semi-furnished,4682018
4805712,2,3.5,70907,Kota,Unfurnished,4425012
5306006,3,3.5,14331,Kota,Fully furnished,4775791
5299355,3,3.5,26699,Kota,Semi-furnished,4694678
4893877,3,3.5,41276,Kota,Unfurnished,4307758
5050542,4,3.5,99235,Kota,Fully furnished,5070844
5014000,4,3.5,18521,Kota,Semi-furnished,4407326
5261566,4,3.5,31316,Kota,Unfurnished,4532149
4773963,5,3.5,60171,Kota,Fully furnished,4605196
4644636,5,3.5,30430,Kota,Semi-furnished,4173289
5419091,5,3.5,67896,Kota,Unfurnished,4867649
4814071,6,3.5,49606,Kota,Fully furnished,4563893
4922819,6,3.5,92012,Kota,Semi-furnished,4755327
5311535,6,3.5,99057,Kota,Unfurnished,4958570
4889931,7,3.5,37754,Kota,Fully furnished,4543469
4888471,7,3.5,68279,Kota,Semi-furnished,4575451
5087387,7,3.5,60627,Kota,Unfurnished,4538672
5047374,8,3.5,60736,Kota,Fully furnished,4797315
5095736,8,3.5,12536,Kota,Semi-furnished,4396805
5338165,8,3.5,62100,Kota,Unfurnished,4738132
4929091,9,3.5,6653,Kota,Fully furnished,4368191
4935526,9,3.5,21595,Kota,Semi-furnished,4312991
5511661,9,3.5,68216,Kota,Unfurnished,4903625
6185788,0,4.0,65870,Kota,Fully furnished,5843850
5516709,0,4.0,54385,Kota,Semi-furnished,5089677
5314961,0,4.0,20015,Kota,Unfurnished,4572059
6003311,1,4.0,6519,Kota,Fully furnished,5331763
5255852,1,4.0,47735,Kota,Semi-furnished,4831092
5325154,1,4.0,97936,Kota,Unfurnished,5037739
5373058,2,4.0,83152,Kota,Fully furnished,5277358
6197398,2,4.0,65357,Kota,Semi-furnished,5680060
5324787,2,4.0,96096,Kota,Unfurnished,5016406
5377047,3,4.0,70445,Kota,Fully furnished,5194308
5203864,3,4.0,24068,Kota,Semi-furnished,4627499
5415741,3,4.0,4529,Kota,Unfurnished,4529767
5826836,4,4.0,83382,Kota,Fully furnished,5621761
5377079,4,4.0,29702,Kota,Semi-furnished,4789875
5255218,4,4.0,35466,Kota,Unfurnished,4576970
5384752,5,4.0,20580,Kota,Fully furnished,4881282
5552593,5,4.0,82795,Kota,Semi-furnished,5238844
5271165,5,4.0,18359,Kota,Unfurnished,4477086
5521170,6,4.0,72000,Kota,Fully furnished,5288936
5575228,6,4.0,50532,Kota,Semi-furnished,5053374
5292672,6,4.0,62969,Kota,Unfurnished,4751952
6079738,7,4.0,2448,Kota,Fully furnished,5308478
5230164,7,4.0,544,Kota,Semi-furnished,4467395
5486558,7,4.0,37694,Kota,Unfurnished,4745410
6160642,8,4.0,14829,Kota,Fully furnished,5437488
5660213,8,4.0,98956,Kota,Semi-furnished,5391906
5336234,8,4.0,48674,Kota,Unfurnished,4681031
5911505,9,4.0,84020,Kota,Fully furnished,5643324
5520906,9,4.0,23580,Kota,Semi-furnished,4818205
6010027,9,4.0,45010,Kota,Unfurnished,5188082
6513298,0,4.5,63712,Kota,Fully furnished,6117910
6688030,0,4.5,9678,Kota,Semi-furnished,5783492
6726695,0,4.5,40738,Kota,Unfurnished,5850784
6729938,1,4.5,20548,Kota,Fully furnished,6022238
6477776,1,4.5,8387,Kota,Semi-furnished,5597543
6295583,1,4.5,77023,Kota,Unfurnished,5713604
6237639,2,4.5,35265,Kota,Fully furnished,5706701
6614492,2,4.5,36473,Kota,Semi-furnished,5865432
6646965,2,4.5,64188,Kota,Unfurnished,5907700
6011801,3,4.5,2787,Kota,Fully furnished,5321163
5920665,3,4.5,39416,Kota,Semi-furnished,5318028
6534127,3,4.5,47613,Kota,Unfurnished,5707980
6212922,4,4.5,92513,Kota,Fully furnished,6010416
5928607,4,4.5,88610,Kota,Semi-furnished,5609546
6300293,4,4.5,34364,Kota,Unfurnished,5431418
6339047,5,4.5,4730,Kota,Fully furnished,5574618
6762083,5,4.5,30016,Kota,Semi-furnished,5914762
6720221,5,4.5,83931,Kota,Unfurnished,6054763
5916175,6,4.5,45560,Kota,Fully furnished,5471300
6271789,6,4.5,17847,Kota,Semi-furnished,5439513
6650150,6,4.5,1211,Kota,Unfurnished,5492386
6603401,7,4.5,2188,Kota,Fully furnished,5750849
5970210,7,4.5,41088,Kota,Semi-furnished,5327696
6099956,7,4.5,44736,Kota,Unfurnished,5303381
5930314,8,4.5,61282,Kota,Fully furnished,5556943
6126407,8,4.5,367,Kota,Semi-furnished,5198328
5900199,8,4.5,33938,Kota,Unfurnished,5068787
6657510,9,4.5,24632,Kota,Fully furnished,5908800
6533283,9,4.5,61561,Kota,Semi-furnished,5880992
5914457,9,4.5,50765,Kota,Unfurnished,5171156
7847613,0,5.0,7145,Kota,Fully furnished,6870960
7507883,0,5.0,84367,Kota,Semi-furnished,6912508
7363707,0,5.0,30321,Kota,Unfurnished,6322892
6974522,1,5.0,1599,Kota,Fully furnished,6129212
7286492,1,5.0,74034,Kota,Semi-furnished,6663398
6980611,1,5.0,14418,Kota,Unfurnished,5910997
7374032,2,5.0,51269,Kota,Fully furnished,6736840
7509082,2,5.0,63398,Kota,Semi-furnished,6767654
7368977,2,5.0,85444,Kota,Unfurnished,6637846
7659342,3,5.0,92740,Kota,Fully furnished,7203914
7128354,3,5.0,7238,Kota,Semi-furnished,6116111
7732248,3,5.0,2839,Kota,Unfurnished,6422832
7034109,4,5.0,430,Kota,Fully furnished,6139867
7446461,4,5.0,27677,Kota,Semi-furnished,6483231
7840776,4,5.0,56735,Kota,Unfurnished,6823031
7852964,5,5.0,18140,Kota,Fully furnished,6891211
7084937,5,5.0,73120,Kota,Semi-furnished,6456670
7091475,5,5.0,22208,Kota,Unfurnished,6006428
7109751,6,5.0,28982,Kota,Fully furnished,6351693
7349492,6,5.0,26284,Kota,Semi-furnished,6377298
7099987,6,5.0,19373,Kota,Unfurnished,5986228
7022134,7,5.0,39286,Kota,Fully furnished,6333423
7665586,7,5.0,24877,Kota,Semi-furnished,6611731
7186662,7,5.0,46204,Kota,Unfurnished,6206554
7032893,8,5.0,24261,Kota,Fully furnished,6241880
6935570,8,5.0,4534,Kota,Semi-furnished,5895660
7359409,8,5.0,61241,Kota,Unfurnished,6424973
7864003,9,5.0,52140,Kota,Fully furnished,7064042
7737060,9,5.0,67055,Kota,Semi-furnished,6901978
7448984,9,5.0,7194,Kota,Unfurnished,6162351
1748374,0,1.0,35095,Ahmedabad,Fully furnished,1959269
2191347,0,1.0,69212,Ahmedabad,Semi-furnished,2368350
1711923,0,1.0,14630,Ahmedabad,Unfurnished,1507318
1689488,1,1.0,81305,Ahmedabad,Fully furnished,2179420
2140221,1,1.0,72355,Ahmedabad,Semi-furnished,2336307
2007222,1,1.0,47727,Ahmedabad,Unfurnished,1932140
2043159,2,1.0,80827,Ahmedabad,Fully furnished,2449489
1508356,2,1.0,80095,Ahmedabad,Semi-furnished,1867255
2150179,2,1.0,85356,Ahmedabad,Unfurnished,2262279
1945312,3,1.0,17206,Ahmedabad,Fully furnished,1979486
1867636,3,1.0,33733,Ahmedabad,Semi-furnished,1866507
1762895,3,1.0,77449,Ahmedabad,Unfurnished,1895010
2293576,4,1.0,46911,Ahmedabad,Fully furnished,2426327
2415374,4,1.0,45196,Ahmedabad,Semi-furnished,2363475
1550369,4,1.0,64596,Ahmedabad,Unfurnished,1637871
1916372,5,1.0,82459,Ahmedabad,Fully furnished,2327852
1944425,5,1.0,28369,Ahmedabad,Semi-furnished,1875754
1645164,5,1.0,43092,Ahmedabad,Unfurnished,1574683
1668696,6,1.0,68780,Ahmedabad,Fully furnished,2037637
1958473,6,1.0,72552,Ahmedabad,Semi-furnished,2142090
2454267,6,1.0,67090,Ahmedabad,Unfurnished,2355954
2288580,7,1.0,85481,Ahmedabad,Fully furnished,2623750
2087461,7,1.0,5807,Ahmedabad,Semi-furnished,1834811
2478388,7,1.0,34211,Ahmedabad,Unfurnished,2167976
2048488,8,1.0,19143,Ahmedabad,Fully furnished,2023648
2190653,8,1.0,72762,Ahmedabad,Semi-furnished,2309094
2264523,8,1.0,52397,Ahmedabad,Unfurnished,2096000
1601808,9,1.0,85478,Ahmedabad,Fully furnished,2054314
2324326,9,1.0,82673,Ahmedabad,Semi-furnished,2465499
2193636,9,1.0,67187,Ahmedabad,Unfurnished,2118031
2627749,0,1.5,24563,Ahmedabad,Fully furnished,2624577
2645377,0,1.5,83675,Ahmedabad,Semi-furnished,2843352
2297381,0,1.5,8449,Ahmedabad,Unfurnished,1963599
3151113,1,1.5,64132,Ahmedabad,Fully furnished,3270682
2439951,1,1.5,31710,Ahmedabad,Semi-furnished,2357221
2390559,1,1.5,55559,Ahmedabad,Unfurnished,2310801
2783159,2,1.5,52775,Ahmedabad,Fully furnished,2898177
2576886,2,1.5,97389,Ahmedabad,Semi-furnished,2850843
2771899,2,1.5,74312,Ahmedabad,Unfurnished,2718391
2413738,3,1.5,17940,Ahmedabad,Fully furnished,2383630
2316318,3,1.5,32376,Ahmedabad,Semi-furnished,2242310
2727892,3,1.5,60125,Ahmedabad,Unfurnished,2588064
2998531,4,1.5,33818,Ahmedabad,Fully furnished,2936733
2909795,4,1.5,94841,Ahmedabad,Semi-furnished,3081882
2462642,4,1.5,68269,Ahmedabad,Unfurnished,2414728
2868335,5,1.5,56430,Ahmedabad,Fully furnished,2958248
2473035,5,1.5,46464,Ahmedabad,Semi-furnished,2432212
2805637,5,1.5,70743,Ahmedabad,Unfurnished,2693968
3046509,6,1.5,9422,Ahmedabad,Fully furnished,2808739
2607593,6,1.5,9819,Ahmedabad,Semi-furnished,2309988
2285928,6,1.5,96397,Ahmedabad,Unfurnished,2422124
2672467,7,1.5,83731,Ahmedabad,Fully furnished,2945360
2974795,7,1.5,58095,Ahmedabad,Semi-furnished,2883406
2212068,7,1.5,73538,Ahmedabad,Unfurnished,2215882
3180523,8,1.5,4550,Ahmedabad,Fully furnished,2866718
2451888,8,1.5,77040,Ahmedabad,Semi-furnished,2568750
2594477,8,1.5,47699,Ahmedabad,Unfurnished,2356776
2211622,9,1.5,70054,Ahmedabad,Fully furnished,2474622
2867067,9,1.5,33391,Ahmedabad,Semi-furnished,2629000
2580315,9,1.5,15828,Ahmedabad,Unfurnished,2144220
3769267,0,2.0,44487,Ahmedabad,Fully furnished,3682336
3683133,0,2.0,31718,Ahmedabad,Semi-furnished,3386814
3106197,0,2.0,53595,Ahmedabad,Unfurnished,2906528
3430306,1,2.0,53047,Ahmedabad,Fully furnished,3452527
3622870,1,2.0,66134,Ahmedabad,Semi-furnished,3535100
3266035,1,2.0,10625,Ahmedabad,Unfurnished,2766578
3274477,2,2.0,73675,Ahmedabad,Fully furnished,3441632
3792209,2,2.0,19946,Ahmedabad,Semi-furnished,3383443
2802904,2,2.0,3688,Ahmedabad,Unfurnished,2344451
3232753,3,2.0,5200,Ahmedabad,Fully furnished,2987402
3550368,3,2.0,78516,Ahmedabad,Semi-furnished,3531390
3412276,3,2.0,38264,Ahmedabad,Unfurnished,3029405
3223168,4,2.0,47663,Ahmedabad,Fully furnished,3224512
2808350,4,2.0,76101,Ahmedabad,Semi-furnished,2913286
2932044,4,2.0,13627,Ahmedabad,Unfurnished,2487397
3225220,5,2.0,6697,Ahmedabad,Fully furnished,2970358
3623179,5,2.0,45061,Ahmedabad,Semi-furnished,3368909
2886749,5,2.0,91229,Ahmedabad,Unfurnished,2906773
2918019,6,2.0,75306,Ahmedabad,Fully furnished,3126251
2906492,6,2.0,82226,Ahmedabad,Semi-furnished,3008550
2929883,6,2.0,79809,Ahmedabad,Unfurnished,2862760
3108570,7,2.0,72008,Ahmedabad,Fully furnished,3248904
2910945,7,2.0,87489,Ahmedabad,Semi-furnished,3033690
3746782,7,2.0,66434,Ahmedabad,Unfurnished,3426030
2875111,8,2.0,55153,Ahmedabad,Fully furnished,2951007
3534370,8,2.0,15612,Ahmedabad,Semi-furnished,3091168
3424507,8,2.0,68666,Ahmedabad,Unfurnished,3171602
2911950,9,2.0,51087,Ahmedabad,Fully furnished,2946082
3254139,9,2.0,35480,Ahmedabad,Semi-furnished,2976191
3600756,9,2.0,16915,Ahmedabad,Unfurnished,2992095
3589467,0,2.5,69436,Ahmedabad,Fully furnished,3713190
3413412,0,2.5,7710,Ahmedabad,Semi-furnished,3051990
3703119,0,2.5,4608,Ahmedabad,Unfurnished,3115143
4271674,1,2.5,10818,Ahmedabad,Fully furnished,3897247
4364832,1,2.5,87457,Ahmedabad,Semi-furnished,4281608
4353222,1,2.5,27168,Ahmedabad,Unfurnished,3760586
4093750,2,2.5,33143,Ahmedabad,Fully furnished,3878858
3691309,2,2.5,85253,Ahmedabad,Semi-furnished,3719565
3701453,2,2.5,82866,Ahmedabad,Unfurnished,3563358
3558704,3,2.5,99286,Ahmedabad,Fully furnished,3837679
3992998,3,2.5,23364,Ahmedabad,Semi-furnished,3579582
3561678,3,2.5,8148,Ahmedabad,Unfurnished,2993230
3417931,4,2.5,15626,Ahmedabad,Fully furnished,3213101
3804155,4,2.5,83899,Ahmedabad,Semi-furnished,3781718
4225548,4,2.5,64515,Ahmedabad,Unfurnished,3852528
4169090,5,2.5,42070,Ahmedabad,Fully furnished,3962692
3850714,5,2.5,49292,Ahmedabad,Semi-furnished,3601323
4050494,5,2.5,57709,Ahmedabad,Unfurnished,3661649
3465117,6,2.5,68063,Ahmedabad,Fully furnished,3545472
4344998,6,2.5,66651,Ahmedabad,Semi-furnished,4090904
3867813,6,2.5,24247,Ahmedabad,Unfurnished,3304732
3684682,7,2.5,9459,Ahmedabad,Fully furnished,3359500
3663419,7,2.5,74412,Ahmedabad,Semi-furnished,3582207
4008299,7,2.5,18692,Ahmedabad,Unfurnished,3373791
3953633,8,2.5,92119,Ahmedabad,Fully furnished,4060620
4259524,8,2.5,65102,Ahmedabad,Semi-furnished,3993231
3724469,8,2.5,80601,Ahmedabad,Unfurnished,3508181
3618023,9,2.5,11489,Ahmedabad,Fully furnished,3298352
4386276,9,2.5,25771,Ahmedabad,Semi-furnished,3848647
4364649,9,2.5,47149,Ahmedabad,Unfurnished,3809613
4041517,0,3.0,20315,Ahmedabad,Fully furnished,3805104
4112768,0,3.0,45351,Ahmedabad,Semi-furnished,3862320
4348895,0,3.0,24765,Ahmedabad,Unfurnished,3777706
4920396,1,3.0,67702,Ahmedabad,Fully furnished,4782529
4273746,1,3.0,28985,Ahmedabad,Semi-furnished,3882907
4528254,1,3.0,27737,Ahmedabad,Unfurnished,3929025
4685257,2,3.0,41040,Ahmedabad,Fully furnished,4424446
4600862,2,3.0,23970,Ahmedabad,Semi-furnished,4104510
4373254,2,3.0,73134,Ahmedabad,Unfurnished,4067407
4266103,3,3.0,96891,Ahmedabad,Fully furnished,4414228
4399053,3,3.0,95155,Ahmedabad,Semi-furnished,4360172
4899345,3,3.0,19038,Ahmedabad,Unfurnished,4153704
4920625,4,3.0,72823,Ahmedabad,Fully furnished,4783438
4516524,4,3.0,21674,Ahmedabad,Semi-furnished,4003263
4323349,4,3.0,98632,Ahmedabad,Unfurnished,4160471
4340530,5,3.0,1296,Ahmedabad,Fully furnished,3880200
4013831,5,3.0,91498,Ahmedabad,Semi-furnished,4010053
4505597,5,3.0,45630,Ahmedabad,Unfurnished,3978258
4810833,6,3.0,29389,Ahmedabad,Fully furnished,4415000
4287976,6,3.0,19293,Ahmedabad,Semi-furnished,3786139
4170502,6,3.0,6820,Ahmedabad,Unfurnished,3467322
4007336,7,3.0,64354,Ahmedabad,Fully furnished,3971993
4894525,7,3.0,65410,Ahmedabad,Semi-furnished,4538080
4573217,7,3.0,68772,Ahmedabad,Unfurnished,4151206
4984876,8,3.0,38524,Ahmedabad,Fully furnished,4589045
4236553,8,3.0,89298,Ahmedabad,Semi-furnished,4145030
4250299,8,3.0,20419,Ahmedabad,Unfurnished,3592753
4690241,9,3.0,47442,Ahmedabad,Fully furnished,4396845
4379883,9,3.0,97868,Ahmedabad,Semi-furnished,4301114
4292115,9,3.0,22935,Ahmedabad,Unfurnished,3631302
5181142,0,3.5,36001,Ahmedabad,Fully furnished,4835920
5289895,0,3.5,93800,Ahmedabad,Semi-furnished,5119716
5281297,0,3.5,37283,Ahmedabad,Unfurnished,4623736
5449246,1,3.5,20608,Ahmedabad,Fully furnished,4948045
4756665,1,3.5,33761,Ahmedabad,Semi-furnished,4322898
5545407,1,3.5,6176,Ahmedabad,Unfurnished,4638382
5552120,2,3.5,17325,Ahmedabad,Fully furnished,5000646
5549840,2,3.5,34261,Ahmedabad,Semi-furnished,4950438
5403917,2,3.5,35445,Ahmedabad,Unfurnished,4690804
4746332,3,3.5,88592,Ahmedabad,Fully furnished,4773618
4655355,3,3.5,44941,Ahmedabad,Semi-furnished,4288930
5036742,3,3.5,93791,Ahmedabad,Unfurnished,4737140
5511845,4,3.5,47995,Ahmedabad,Fully furnished,5132446
4697173,4,3.5,49501,Ahmedabad,Semi-furnished,4339744
4745888,4,3.5,62471,Ahmedabad,Unfurnished,4306536
5397696,5,3.5,93320,Ahmedabad,Fully furnished,5303077
5595697,5,3.5,11267,Ahmedabad,Semi-furnished,4819160
4672861,5,3.5,55807,Ahmedabad,Unfurnished,4198131
4969503,6,3.5,20957,Ahmedabad,Fully furnished,4516344
5208957,6,3.5,39764,Ahmedabad,Semi-furnished,4670750
5535061,6,3.5,4955,Ahmedabad,Unfurnished,4572779
5542938,7,3.5,87040,Ahmedabad,Fully furnished,5361590
5368274,7,3.5,70520,Ahmedabad,Semi-furnished,4972739
4739520,7,3.5,21568,Ahmedabad,Unfurnished,4026024
5026184,8,3.5,732,Ahmedabad,Fully furnished,4420339
5301718,8,3.5,64480,Ahmedabad,Semi-furnished,4873254
5144120,8,3.5,53652,Ahmedabad,Unfurnished,4532208
5238097,9,3.5,21598,Ahmedabad,Fully furnished,4705066
5489321,9,3.5,57813,Ahmedabad,Semi-furnished,4973335
5301326,9,3.5,88610,Ahmedabad,Unfurnished,4857721
5781862,0,4.0,76440,Ahmedabad,Fully furnished,5584130
5679890,0,4.0,50536,Ahmedabad,Semi-furnished,5197128
5657747,0,4.0,63702,Ahmedabad,Unfurnished,5108410
5774196,1,4.0,68227,Ahmedabad,Fully furnished,5518719
5852687,1,4.0,65958,Ahmedabad,Semi-furnished,5417898
5982483,1,4.0,52063,Ahmedabad,Unfurnished,5288364
5482184,2,4.0,25690,Ahmedabad,Fully furnished,5019887
5902953,2,4.0,12885,Ahmedabad,Semi-furnished,5129672
5896838,2,4.0,62277,Ahmedabad,Unfurnished,5271132
5574394,3,4.0,91215,Ahmedabad,Fully furnished,5476805
6184630,3,4.0,39585,Ahmedabad,Semi-furnished,5505214
5678706,3,4.0,80548,Ahmedabad,Unfurnished,5196253
5754092,4,4.0,11944,Ahmedabad,Fully furnished,5134938
5655814,4,4.0,76794,Ahmedabad,Semi-furnished,5295415
6089043,4,4.0,73743,Ahmedabad,Unfurnished,5473692
5577800,5,4.0,4656,Ahmedabad,Fully furnished,4940176
5555952,5,4.0,40687,Ahmedabad,Semi-furnished,4988884
5586504,5,4.0,91795,Ahmedabad,Unfurnished,5169973
5301681,6,4.0,54929,Ahmedabad,Fully furnished,5010919
5697160,6,4.0,44778,Ahmedabad,Semi-furnished,5116396
5297309,6,4.0,32780,Ahmedabad,Unfurnished,4574527
5517494,7,4.0,9501,Ahmedabad,Fully furnished,4901001
5614410,7,4.0,82576,Ahmedabad,Semi-furnished,5266984
5255361,7,4.0,99252,Ahmedabad,Unfurnished,4929801
5518619,8,4.0,33164,Ahmedabad,Fully furnished,5033879
5692333,8,4.0,21478,Ahmedabad,Semi-furnished,4952734
5996024,8,4.0,80074,Ahmedabad,Unfurnished,5397263
5965498,9,4.0,31299,Ahmedabad,Fully furnished,5370192
6023899,9,4.0,29558,Ahmedabad,Semi-furnished,5256467
6018137,9,4.0,30216,Ahmedabad,Unfurnished,5105806
6549339,0,4.5,57872,Ahmedabad,Fully furnished,6111703
5839261,0,4.5,68348,Ahmedabad,Semi-furnished,5456497
6542196,0,4.5,97786,Ahmedabad,Unfurnished,6045473
6287790,1,4.5,75205,Ahmedabad,Fully furnished,5996462
5869445,1,4.5,67668,Ahmedabad,Semi-furnished,5466564
6234671,1,4.5,30320,Ahmedabad,Unfurnished,5384657
6298469,2,4.5,78276,Ahmedabad,Fully furnished,6013431
6651176,2,4.5,72071,Ahmedabad,Semi-furnished,6108367
6129764,2,4.5,54190,Ahmedabad,Unfurnished,5433951
5882489,3,4.5,86664,Ahmedabad,Fully furnished,5720975
6100261,3,4.5,60399,Ahmedabad,Semi-furnished,5587603
6391820,3,4.5,39313,Ahmedabad,Unfurnished,5544334
6215753,4,4.5,82281,Ahmedabad,Fully furnished,5951288
5840084,4,4.5,87459,Ahmedabad,Semi-furnished,5531821
6278093,4,4.5,30468,Ahmedabad,Unfurnished,5390282
6777238,5,4.5,71374,Ahmedabad,Fully furnished,6325034
5905674,5,4.5,79218,Ahmedabad,Semi-furnished,5524847
6434888,5,4.5,42014,Ahmedabad,Unfurnished,5574994
6076475,6,4.5,70489,Ahmedabad,Fully furnished,5749114
6156910,6,4.5,72852,Ahmedabad,Semi-furnished,5677640
6370411,6,4.5,33211,Ahmedabad,Unfurnished,5460595
6760389,7,4.5,83398,Ahmedabad,Fully furnished,6363699
5946905,7,4.5,44998,Ahmedabad,Semi-furnished,5332512
5829290,7,4.5,6273,Ahmedabad,Unfurnished,4856070
5851005,8,4.5,46369,Ahmedabad,Fully furnished,5404018
6642769,8,4.5,88804,Ahmedabad,Semi-furnished,6142039
6183324,8,4.5,49505,Ahmedabad,Unfurnished,5388689
6073444,9,4.5,28593,Ahmedabad,Fully furnished,5465313
6571871,9,4.5,67686,Ahmedabad,Semi-furnished,5948613
5940075,9,4.5,49055,Ahmedabad,Unfurnished,5181390
7087341,0,5.0,118,Ahmedabad,Fully furnished,6220581
6974963,0,5.0,8755,Ahmedabad,Semi-furnished,6032500
7100230,0,5.0,59251,Ahmedabad,Unfurnished,6285690
7098758,1,5.0,10261,Ahmedabad,Fully furnished,6280572
7431693,1,5.0,74866,Ahmedabad,Semi-furnished,6784550
6932741,1,5.0,89511,Ahmedabad,Unfurnished,6323259
7638450,2,5.0,72204,Ahmedabad,Fully furnished,7073984
7154235,2,5.0,76958,Ahmedabad,Semi-furnished,6565136
7777895,2,5.0,78109,Ahmedabad,Unfurnished,6920970
7673337,3,5.0,84632,Ahmedabad,Fully furnished,7166462
7719572,3,5.0,42169,Ahmedabad,Semi-furnished,6798672
7396866,3,5.0,72145,Ahmedabad,Unfurnished,6570363
7464199,4,5.0,77277,Ahmedabad,Fully furnished,6945021
6930862,4,5.0,14277,Ahmedabad,Semi-furnished,5990352
7687839,4,5.0,1358,Ahmedabad,Unfurnished,6368419
7656279,5,5.0,90646,Ahmedabad,Fully furnished,7168899
7812118,5,5.0,96633,Ahmedabad,Semi-furnished,7179492
6967796,5,5.0,92572,Ahmedabad,Unfurnished,6329669
7037187,6,5.0,56221,Ahmedabad,Fully furnished,6457076
7072385,6,5.0,70192,Ahmedabad,Semi-furnished,6419060
7137040,6,5.0,96873,Ahmedabad,Unfurnished,6480870
7571054,7,5.0,81328,Ahmedabad,Fully furnished,7024811
7106224,7,5.0,24994,Ahmedabad,Semi-furnished,6164943
7448802,7,5.0,3794,Ahmedabad,Unfurnished,6161806
7707783,8,5.0,64056,Ahmedabad,Fully furnished,7020562
7368338,8,5.0,85397,Ahmedabad,Semi-furnished,6727052
7398941,8,5.0,34227,Ahmedabad,Unfurnished,6294515
7563617,9,5.0,39175,Ahmedabad,Fully furnished,6745944
7204052,9,5.0,92252,Ahmedabad,Semi-furnished,6626754
6975934,9,5.0,38936,Ahmedabad,Unfurnished,5974363
1984947,0,1.0,16291,Vijayawada,Fully furnished,2035704
1656475,0,1.0,41064,Vijayawada,Semi-furnished,1771564
1608721,0,1.0,98533,Vijayawada,Unfurnished,1928175
1834625,1,1.0,42886,Vijayawada,Fully furnished,2065016
2428148,1,1.0,48593,Vijayawada,Semi-furnished,2424076
1872511,1,1.0,95032,Vijayawada,Unfurnished,2108201
1966632,2,1.0,80681,Vijayawada,Fully furnished,2387392
